"GeneName","GeneID","Accession","RNAFeatureCount","ProteinFeatureCount","RNABaseMean","RNA_log2FC","RNA_pvalue","RNA_padj","ProteinAveExpr","Protein_log2FC","Protein_pvalue","Protein_padj","RNAEffect","ProteinEffect","RNAEvidence","ProteinEvidence","Evidence","NineQuadrant","NineCell","LabelScore"
"C9orf72","ENSMUSG00000028300","Q6DFW0","1","1",445.969392068041,0.00176372400664605,0.944870192313584,0.99955764995295,18.9025440173673,0.0364020024351461,0.743861695961175,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.128699956743776
"Cmc4","ENSMUSG00000090110","Q61908","1","1",73.9787385700129,-0.0114144663827831,0.448065946367899,0.999163298615518,14.3123007686015,0.0472084256094014,0.744159330585117,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.128697595402921
"Sars1","ENSMUSG00000068739","P26638","1","1",3426.8507336281,0.0265729940359429,0.415283687177922,0.999163298615518,19.5064317277761,-0.0195830974545252,0.744294185443197,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.128618900676816
"Ndufs1","ENSMUSG00000025968","Q91VD9","1","1",2472.82060210431,0.0682449089600469,0.119029885614855,0.923262239805776,20.9226433766028,-0.0178190995863012,0.805518793964995,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.128599248524339
"Commd6","ENSMUSG00000075486","Q3V4B5","1","1",551.15764637507,-0.0616619192381994,0.116579183266703,0.919697583622412,14.7412021860675,-0.036809808037674,0.80864653991789,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.128596221957316
"Kctd3","ENSMUSG00000026608","Q8BFX3","1","1",1643.88396930362,0.0195666356240964,0.521603533687305,0.999163298615518,15.1485969327167,-0.0501097905818,0.744361385214362,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.12857969148646
"Nkiras2","ENSMUSG00000017837","Q9CR56","1","1",184.178598173892,-0.00200733727235652,0.929030726400292,0.99955764995295,11.9548277824904,0.0702870766550276,0.744088001628614,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.128567851063713
"Fuca2","ENSMUSG00000019810","Q99KR8","1","1",769.444714464835,0.0125489347321329,0.627408089289549,0.999163298615518,10.7480047500136,-0.085095149687497,0.744443119983592,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.128532006301242
"Agrn","ENSMUSG00000041936","A2ASQ1","1","1",2252.76796867439,0.0144795815704794,0.658127678428193,0.999163298615518,18.8263338797516,-0.0185285178427748,0.744746912128591,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.128354815679221
"Dctn4","ENSMUSG00000024603","Q8CBY8","1","1",1818.53370171337,0.0416915702565031,0.264865653015989,0.999163298615518,20.2209618837632,0.0184647963733511,0.745371923521105,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.127990497064733
"Dync1i2","ENSMUSG00000027012","O88487","1","1",2015.30642041894,0.031577144188654,0.353757983890827,0.999163298615518,21.0781512654333,-0.0169178169411701,0.745580620764294,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.127868915647478
"Taok1","ENSMUSG00000017291","Q5F2E8","1","1",2795.08699059475,0.0181875971548976,0.550835309022463,0.999163298615518,17.42591775895,-0.027903577653948,0.745659730841488,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.12782283713306
"Actg2","ENSMUSG00000059430","P63268","1","1",2.04050032639041,-0.00477048129703649,0.0636286178613739,0.777976511850238,26.4710470000862,0.00940029915454232,0.958076219255172,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.12763345421824
"Dennd6b","ENSMUSG00000015377","Q9D9V7","1","1",461.934710146078,0.0280116744167122,0.3841782560285,0.999163298615518,13.9740521384057,-0.0864584035825775,0.745997559670926,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.127626120099068
"Mecp2","ENSMUSG00000031393","Q9Z2D6","1","1",2735.04684157434,-0.00244991248780778,0.942711485052506,0.99955764995295,18.5784550754684,-0.0404715163557228,0.74581898423764,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.127558718895409
"Ppp1r37","ENSMUSG00000051403","Q8BKR5","1","1",2391.28312062197,-0.0186584914316967,0.580321744168089,0.999163298615518,16.3292928849571,-0.0372740971280479,0.746191151364399,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.127513432200993
"Vti1b","ENSMUSG00000021124","O88384","1","1",2687.92638466603,-0.0508565048318994,0.177119174902986,0.999163298615518,16.8756585902391,0.0259556273119479,0.746514728054775,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.127325146517602
"Exoc3","ENSMUSG00000034152","Q6KAR6","1","1",1903.61373962502,0.0475679912138826,0.210941808223745,0.999163298615518,17.4438039247354,0.0222923843026912,0.746517940834438,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.127323277446002
"Kcnn2","ENSMUSG00000054477","P58390","1","1",679.932827679957,-0.01457882713227,0.516729041315532,0.999163298615518,13.3692616912726,0.0537668625639007,0.746520722912153,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.127321658946724
"Canx","ENSMUSG00000020368","P35564","1","1",7649.59195592937,0.00868435790210212,0.808388867549312,0.999163298615518,21.7372302607748,0.0247013914698968,0.746647214170555,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.127248077865454
"Bltp3b","ENSMUSG00000019951","A2RSJ4","1","1",1515.41803515236,0.0419160959631667,0.158850620107323,0.983920496483783,15.4619715793242,0.0316902986920518,0.758259334169562,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.127222227175505
"Mpdu1","ENSMUSG00000018761","Q9R0Q9","1","1",612.947682612985,0.00162255037997117,0.959997214538549,0.99955764995295,16.9012759944602,-0.0321338724523414,0.746449421148778,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.127191767096395
"Dnajb5","ENSMUSG00000036052","O89114","1","1",3227.40104667095,0.00193567898049983,0.908223048364346,0.99955764995295,16.9395148664938,0.0346618298245467,0.746479207174868,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.127174437524807
"Grin3a","ENSMUSG00000039579","A2AIR5","1","1",787.894940159959,0.00573568862644054,0.794535969342063,0.999163298615518,21.8280094503902,-0.0851937900041762,0.746909429495842,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.127095584593109
"Ptges2","ENSMUSG00000026820","Q8BWM0","1","1",674.241974951367,-0.0183390385952182,0.531357051287516,0.999163298615518,18.6145044503501,0.0271700193950011,0.746926193255676,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.127085837324693
"Ranbp1","ENSMUSG00000005732","P34022","1","1",992.261642804712,-0.0272405415792863,0.426244694873512,0.999163298615518,19.6347236302348,0.0259191353068502,0.747854148703778,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.126546619660369
"Galnt1","ENSMUSG00000000420","O08912","1","1",980.781249716349,-0.0566277012861448,0.148647887384342,0.974360091216903,10.9486670340666,0.0780891521268714,0.767026992576331,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.126469865052085
"Tubgcp4","ENSMUSG00000027263","Q9D4F8","1","1",541.826435210676,0.0107664943963138,0.710914350900366,0.999163298615518,12.5060652331514,0.0550221519522012,0.748230132631673,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.126328332829014
"Igbp1","ENSMUSG00000031221","Q61249","1","1",511.652705023465,-0.00860820571086736,0.783330643294772,0.999163298615518,15.7704915570659,-0.0322127356531254,0.748859372163486,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.125963257432147
"Gabbr1","ENSMUSG00000024462","Q9WV18","1","1",15592.8637649289,-0.00184259976610124,0.943997593088021,0.99955764995295,17.8573672382832,0.0244364017372973,0.74858564993796,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.125950655065559
"Ppp1r16b","ENSMUSG00000037754","Q8VHQ3","1","1",3335.9327586493,-0.0405676131159226,0.162624978500832,0.988630113390415,13.6440229373538,-0.0741230789568217,0.756944875695875,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.125901911913651
"Eif2s2","ENSMUSG00000074656","Q99L45","1","1",1223.11909935151,-0.0141538638748024,0.661228750375574,0.999163298615518,17.7133041215375,-0.0197133144084276,0.7490743422182,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.12583860530865
"Acat1","ENSMUSG00000032047","Q8QZT1","1","1",1528.63402517645,0.00277092732902045,0.931886184251781,0.99955764995295,21.2192590029266,-0.0177997338415281,0.748858064405426,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.125792641645511
"Egfr","ENSMUSG00000020122","Q01279","1","1",276.291172837576,-0.00543661359362149,0.826255847564923,0.999163298615518,17.2135022202098,0.030400787858003,0.749168359517831,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.125784099861115
"Marchf5","ENSMUSG00000023307","Q3KNM2","1","1",1226.01150186413,0.0634263297089021,0.0951745377565785,0.877853356161872,16.424951639159,-0.0154300643208707,0.852833307627353,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.125713872655975
"Tjp2","ENSMUSG00000024812","Q9Z0U1","1","1",578.495562973721,-0.0117360750451446,0.659047910793534,0.999163298615518,18.757563366883,-0.0429045744027263,0.74956985879331,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.125551412228453
"Brat1","ENSMUSG00000000148","Q8C3R1","1","1",262.733557303288,0.0471211268605947,0.114211370486234,0.914087867629393,11.8937150156694,-0.0673979183195499,0.819732166515271,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.125340078003448
"Uxs1","ENSMUSG00000057363","Q91XL3","1","1",871.079785037186,0.0396260054083575,0.194884351363361,0.999163298615518,12.5408383976959,0.074660100481001,0.749948157187977,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.125332284606042
"Hsd17b4","ENSMUSG00000024507","P51660","1","1",1178.41584940692,-0.0112915281227177,0.732430047411041,0.999163298615518,19.1568179731446,-0.0194262381353987,0.750058738748603,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.125268251618197
"Arhgap35","ENSMUSG00000058230","Q91YM2","1","1",4522.28810902559,0.0104176431297335,0.756420226721785,0.999163298615518,16.3956428040302,0.0266420577680755,0.750245486151441,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.125160135723254
"Lrrc8c","ENSMUSG00000054720","Q8R502","1","1",702.055402278983,-0.00592151713351513,0.813841489222818,0.999163298615518,14.6239421565348,0.0411823210553983,0.750296732245458,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.125130471918282
"Kctd8","ENSMUSG00000037653","Q50H33","1","1",146.04430243857,0.00545429149429178,0.72842554660685,0.999163298615518,14.9387595455248,0.0503551322673239,0.750468507562901,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.125031054539948
"Vps11","ENSMUSG00000032127","Q91W86","1","1",1139.13338784238,0.0737568422802833,0.0911049760541149,0.870442536555508,17.2213551757243,-0.0152893720513454,0.861746979645137,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.124880124224601
"Nr3c1","ENSMUSG00000024431","P06537","1","1",2089.17570719587,0.0226045310066163,0.380128860015658,0.999163298615518,15.420979575636,-0.0599255975170241,0.750737453710664,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.124875443874702
"Abcc9","ENSMUSG00000030249","P70170","1","1",202.963041906071,-0.0113004376414815,0.616451179033315,0.999163298615518,13.6407613476306,0.0908579922163462,0.750805200278746,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.124836254897116
"Rmc1","ENSMUSG00000024410","Q8VC42","1","1",371.427527875975,0.00258927102774115,0.9280600440716,0.99955764995295,18.0121548852487,0.0288721919029093,0.750528826971282,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.124824775022944
"Kdm1a","ENSMUSG00000036940","Q6ZQ88","1","1",1168.60605640804,0.0833502098717201,0.0681373894953666,0.79451881165835,17.032674477758,-0.00552667397875695,0.944373459049429,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.12475204259599
"Ero1a","ENSMUSG00000021831","Q8R180","1","1",980.681010882503,0.0283116139997693,0.419481019499351,0.999163298615518,16.4943519234107,0.0425523138325516,0.750986177928002,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.124731583108556
"Ints5","ENSMUSG00000071652","Q8CHT3","1","1",432.456481810543,0.040263545685747,0.223220310320082,0.999163298615518,12.9704902859287,0.0827233791317017,0.751159253976307,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.124631504951722
"Gad1","ENSMUSG00000070880","P48318","1","1",8542.10098067102,0.0153108556108331,0.297647329453337,0.999163298615518,19.977340254902,-0.037966393512221,0.751227487628798,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.124592056389036
"Plekha1","ENSMUSG00000040268","Q8BUL6","1","1",1664.30554513472,-2.30741437443319e-05,0.996501087583213,0.99955764995295,14.3920786575652,-0.0412938755059002,0.751003427346076,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.124550233693374
"Bccip","ENSMUSG00000030983","Q9CWI3","1","1",747.699959175859,-0.0193127283181414,0.556233926200554,0.999163298615518,17.2445714547943,0.0686687154693466,0.751481877558504,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.12444501512299
"Capn7","ENSMUSG00000021893","Q9R1S8","1","1",682.502874693693,-0.0268345211752283,0.391744838708142,0.999163298615518,15.0622416307897,-0.0358045549780499,0.7515023363795,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.124433191774504
"Psme2","ENSMUSG00000079197","P97372","1","1",359.041206115239,-0.0426301197571964,0.131686810742329,0.948489028344032,18.982436223111,0.0507097371412506,0.791757178034661,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.124375679095994
"Radil","ENSMUSG00000029576","Q69Z89","1","1",164.084715411777,-0.00556685237320622,0.748975478922584,0.999163298615518,13.1246782582947,0.0653887492186254,0.751700687483686,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.124318579457791
"Tstd3","ENSMUSG00000028251","Q9D0B5","1","1",303.900392066249,0.00757927619940748,0.780116794622074,0.999163298615518,17.0957719053025,0.039607607697576,0.751736839190516,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.124297693339795
"Gpd1","ENSMUSG00000023019","P13707","1","1",1690.98181940761,-0.00711564959629556,0.684140969006657,0.999163298615518,19.9574596586554,-0.0565706207481966,0.751887929891135,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.124210413774952
"Prrc1","ENSMUSG00000024594","Q3UPH1","1","1",343.667162796106,0.0214081514588458,0.475875438608102,0.999163298615518,16.7115079747665,0.0247642363032519,0.752034384740827,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.124125828909561
"Tmx1","ENSMUSG00000021072","Q8VBT0","1","1",831.617561828982,-0.0762101335743403,0.0684413673729617,0.79547640474941,18.8012804754504,-0.00809524122857397,0.944646353504545,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.124103445316649
"Asap2","ENSMUSG00000052632","Q7SIG6","1","1",1056.57173564376,0.0252051263537137,0.303376199256221,0.999163298615518,17.8595169424438,-0.0565003641926261,0.752133255720617,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.124068735378428
"Il34","ENSMUSG00000031750","Q8R1R4","1","1",974.864474349093,0.0389506405782944,0.129007855760478,0.942960392338356,12.2687471370072,0.102861297255053,0.796995192035339,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.124050847306389
"Scarb2","ENSMUSG00000029426","O35114","1","1",2855.87255041844,0.0177960910101596,0.606010569391237,0.999163298615518,16.5630882962335,-0.0297893685584469,0.752368657119449,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.123932831889696
"Eif4a3","ENSMUSG00000025580","Q91VC3","1","1",873.345470676916,0.00796470387767856,0.800324708215104,0.999163298615518,20.7478223749703,-0.0239163758737746,0.752629522364468,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.123782277106161
"Plcxd3","ENSMUSG00000049148","Q8BLJ3","1","1",118.151425365939,0.0143647005047318,0.162058005129428,0.987501549411668,18.3876919471509,0.109657054389395,0.761571728561389,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.123751400700118
"Snx15","ENSMUSG00000024787","Q91WE1","1","1",479.163373142314,0.0231844712395218,0.478029825913397,0.999163298615518,15.4750539850613,0.0304820930577279,0.752690253259033,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.123747234595152
"Fam98b","ENSMUSG00000027349","Q80VD1","1","1",991.86362808741,0.0625933619090842,0.123905381119993,0.934001456036177,17.4876841575483,0.0200478550256271,0.805235810442465,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.123729366149935
"Samhd1","ENSMUSG00000027639","Q60710","1","1",303.946292278922,-0.0136123370131506,0.587708060417365,0.999163298615518,16.394791242061,-0.0250853846957071,0.752726689914965,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.12372621153083
"Nap1l1","ENSMUSG00000058799","P28656","1","1",4845.30940594117,0.0736650023264133,0.0708043313399204,0.808274285630397,20.579587899505,-0.00608098535082036,0.930504651785517,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.123722688989208
"Spcs2","ENSMUSG00000035227","Q9CYN2","1","1",1633.80757027173,-0.0217788548548112,0.461501765624037,0.999163298615518,18.0153286704806,0.0358370544854978,0.752847936971157,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.12365626225482
"Agpat4","ENSMUSG00000023827","Q8K4X7","1","1",920.579721399604,-0.0730396839382459,0.0917628483974746,0.872091728009053,16.8134479457615,0.0133704515787763,0.86277744473313,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.123539049892289
"Babam1","ENSMUSG00000031820","Q3UI43","1","1",1038.43424791944,-0.00240312382458365,0.929831963821156,0.99955764995295,16.0724471583538,0.0328437627461469,0.752904082508316,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.123452500643935
"Ctsb","ENSMUSG00000021939","P10605","1","1",11258.5260738669,0.0563730023179271,0.153010282749137,0.977741782712173,19.2582598492145,0.0239898653303747,0.769762242501704,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.123419220560822
"Paxbp1","ENSMUSG00000022974","P58501","1","1",447.695944430567,0.00553376263425822,0.81154253498587,0.999163298615518,12.041640750817,0.0463754886235961,0.753375459652873,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.123352057447447
"Cnpy3","ENSMUSG00000023973","Q9DAU1","1","1",1015.85613053573,-0.034797385896352,0.328433561153052,0.999163298615518,16.1073008617952,0.0312630600828996,0.753542980989697,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.123255498017924
"Rictor","ENSMUSG00000050310","Q6QI06","1","1",888.568093955254,0.0430595817899799,0.208234836039067,0.999163298615518,16.1970103529379,-0.0300881867260969,0.753595335176881,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.123225325426114
"Hk1","ENSMUSG00000037012","P17710","1","1",7103.36176715879,0.0123729133145984,0.718327447936474,0.999163298615518,22.1068171479492,-0.0154623576747746,0.753766539535966,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.123126672129921
"Sco1","ENSMUSG00000069844","Q5SUC9","1","1",176.19342531224,0.00718420181920614,0.775363223760028,0.999163298615518,17.6193909789374,-0.0262308966383706,0.753954794037643,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.1230182198717
"Exoc2","ENSMUSG00000021357","Q9D4H1","1","1",853.554762558765,0.0813428171380161,0.0606094589163298,0.770013421499546,17.6548195956281,0.00162844484622582,0.978369541495989,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.122998781089588
"Ppp3ca","ENSMUSG00000028161","P63328","1","1",25043.6305268799,-0.00674716742666601,0.43169245238997,0.999163298615518,22.2597152110247,0.0257403568777832,0.754071193264686,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.122951176541507
"Ate1","ENSMUSG00000030850","Q9Z2A5","1","1",1375.69861293125,0.018727605935016,0.55796725945559,0.999163298615518,17.5369519380213,-0.0460701203602305,0.754449946479163,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.12273309483198
"Dync1li2","ENSMUSG00000035770","Q6PDL0","1","1",4904.76800321277,0.0837459254114331,0.0681780943676393,0.79451881165835,18.0678686466512,-0.00822002836037328,0.948804219004755,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.122719208451734
"Stam2","ENSMUSG00000055371","O88811","1","1",505.551358542126,-0.00973357112242891,0.756905147693425,0.999163298615518,14.6375596812335,0.0409134823481523,0.754563066012574,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.12266798314793
"Stard5","ENSMUSG00000046027","Q9EPQ7","1","1",143.565910920643,-0.0123330226576722,0.264463030783764,0.999163298615518,11.5948640128505,-0.0976782879303997,0.754722101469231,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.122576458732271
"Maea","ENSMUSG00000079562","Q4VC33","1","1",1430.22183745745,0.0125935375717771,0.716371112038954,0.999163298615518,15.9172122547344,0.0328557609559503,0.754859216249961,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.122497565078616
"Stmn3","ENSMUSG00000027581","O70166","1","1",7321.57398260839,0.0261264847586381,0.428165986008444,0.999163298615518,21.1431422196354,0.0310472218630977,0.754859944554766,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.122497146061932
"Tspan4","ENSMUSG00000025511","Q9DCK3","1","1",215.165020012452,-0.0147521665095616,0.42763531967644,0.999163298615518,14.9355215527008,0.145908606738898,0.755089096123816,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.122365328020341
"Alpl","ENSMUSG00000028766","P09242","1","1",161.870259478291,-0.00724372394378256,0.671931191037197,0.999163298615518,13.8860597716268,0.0660757508266983,0.755241562695988,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.122277644716282
"Zmpste24","ENSMUSG00000043207","Q80W54","1","1",666.790288671357,-0.0210378977919526,0.484179965055892,0.999163298615518,15.9534676846807,-0.0245960795871714,0.756099111844337,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.121784798980928
"Yipf4","ENSMUSG00000024072","Q8C407","1","1",806.057779930566,0.0229819342499777,0.518125714302732,0.999163298615518,13.8711448699937,-0.047768265561027,0.756178092853501,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.121739435582763
"Armc6","ENSMUSG00000002343","Q8BNU0","1","1",469.505942149493,0.00502111229917879,0.870023436373296,0.99955764995295,17.35671797333,0.0224404400472977,0.756264607459858,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.121518376427554
"Nsd1","ENSMUSG00000021488","O88491","1","1",2479.88134253887,0.0229161752128202,0.51554828480517,0.999163298615518,13.5178965410793,-0.10220246468463,0.756915926109514,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.121315883664596
"Gemin5","ENSMUSG00000037275","Q8BX17","1","1",439.361217417409,-0.0063999336200032,0.821972451900193,0.999163298615518,16.3288142035128,0.0333923721584277,0.757367673481905,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.121056762589895
"Ppil2","ENSMUSG00000022771","Q9D787","1","1",943.68119325171,0.00881927793547779,0.794163893600521,0.999163298615518,14.6052903063487,-0.0655876601310013,0.757804729099919,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.120806215723902
"Lmln","ENSMUSG00000022802","Q8BMN4","1","1",258.047075219058,-0.0125459756329384,0.605828689071308,0.999163298615518,7.67380042676592,0.193262641821304,0.757877709443698,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",0.120764393030957
